FID,IID,SOL,C1,C2,C3,C4
0,6042,0,-0.04061,0.0149739,0.00456362,0.0030041
0,6043,0,-0.0404676,0.0163387,0.00507672,0.00128438
0,6044,0,-0.0450315,0.015351,0.00933992,0.00200558
0,6045,0,-0.0433,0.0149929,0.00692329,0.00177685
0,6046,0,-0.0425231,0.0127874,0.00689404,0.00536947
0,6047,0,-0.0425246,0.0167655,0.0111381,0.000737056
0,6048,0,-0.0434548,0.0161912,0.0100571,0.00281734
0,6050,0,-0.0335045,0.0165181,0.00395021,0.00201802
0,6051,0,-0.036937,0.0133224,0.00165126,-0.00160741
0,6053,0,-0.0360198,0.0149682,0.00344481,0.000426895
0,6054,0,-0.0433566,0.014116,0.00847755,0.00171926
0,6055,0,-0.0383859,0.0149123,0.0038117,0.00323242
0,6056,0,-0.0388595,0.0159547,0.0036898,-0.000565866
0,6057,0,-0.0441912,0.0163075,0.00660766,0.00252538
0,6058,0,-0.0381559,0.0141994,0.00348551,0.00170334
0,6059,0,-0.0318192,0.0128412,0.00318194,-0.00187458
0,C6002,0,-0.0442312,0.0175264,0.00830941,0.0040716
0,C6003,0,-0.0366754,0.012856,0.00324025,-0.000809383
0,C6006,0,-0.0384807,0.0172562,0.00429265,-0.000538851
0,C6008,0,-0.0441992,0.0144241,0.00703841,0.00101403
0,C6012,0,-0.0411868,0.016378,0.00556345,0.000334144
0,C6013,0,-0.0458007,0.0164722,0.00810682,0.00403139
0,C6017,0,-0.041411,0.0168867,0.00628789,-3.8795e-05
0,C6018,0,-0.0446243,0.0136537,0.00652593,0.00240573
0,C6020,0,-0.0364723,0.0131842,0.00327943,-0.000341458
0,C6022,0,-0.0453064,0.0149027,0.0107115,0.00258398
0,C6023,0,-0.0440125,0.0169192,0.0103681,0.00194045
0,C6024,0,-0.0435209,0.0155453,0.00823556,-0.00022415
0,C6027,0,-0.0372836,0.014273,0.0011218,-0.00072429
0,C6028,0,-0.0431035,0.0140815,0.00743207,0.000757677
0,C6035,0,-0.0442722,0.0150826,0.00662271,0.00351861
0,C6036,0,-0.036658,0.0154672,0.00275034,0.000365292
0,C6037,0,-0.0441174,0.0157831,0.00876015,0.002606
0,C6041,0,-0.0438845,0.0163159,0.00905393,0.00165541
0,C6042,0,-0.0380988,0.0146923,0.00552247,0.000618199
0,C6043,0,-0.0376844,0.0148779,0.00313019,0.000789072
0,C6044,0,-0.0395667,0.0150082,0.00228225,0.00119733
0,C6049,0,-0.0386444,0.0130727,0.00425557,0.00149203
0,C6051,0,-0.0338291,0.0138349,0.00316223,-0.00343778
0,C6052,0,-0.0389941,0.0142756,0.000586706,0.00164883
0,C6053,0,-0.0377923,0.0116727,-0.00176515,0.000414609
0,C6054,0,-0.0373053,0.0141876,0.00404822,-0.00188581
0,C6055,0,-0.0356622,0.0168935,0.00355913,0.00142064
0,C6057,0,-0.0425346,0.0142242,0.00694265,0.00240642
0,C6058,0,-0.0342585,0.013777,0.00128164,-0.00237817
0,6061,0,-0.0394312,0.0163497,0.00562543,0.00209191
0,6062,0,-0.035287,0.0142966,0.00302225,-0.00157002
0,6063,0,-0.0359166,0.0162065,0.00126187,-0.00015498
0,6064,0,-0.0419095,0.0147728,0.00811479,0.00414089
0,6065,0,-0.0333089,0.0144768,0.00257642,-0.00180277
0,6066,0,-0.0434574,0.0151549,0.00853907,0.00407077
0,6067,0,-0.0449577,0.0151152,0.0104637,0.000948762
0,6068,0,-0.0414771,0.0171304,0.0126707,0.00349168
0,6069,0,-0.042646,0.0149988,0.00807938,0.00116713
0,6070,0,-0.0357318,0.0150367,0.0023938,0.000679097
0,6071,0,-0.0434532,0.017283,0.00854381,0.00390136
0,6072,0,-0.0414807,0.017096,0.00893109,-0.00198983
0,6073,0,-0.042203,0.0167523,0.0104063,0.0058292
0,6074,0,-0.0448441,0.0155627,0.0111244,0.00154729
0,6075,0,-0.0350291,0.012645,0.00153825,0.000126504
0,6076,0,-0.0393168,0.014919,0.00499813,0.000609352
0,6077,0,-0.0377792,0.0154553,0.0027518,-0.00273804
0,6078,0,-0.0340456,0.017168,0.00322086,-0.00237382
0,6079,0,-0.0443152,0.0132617,0.00726777,0.00282522
0,6081,0,-0.037016,0.0157543,0.00213771,-0.00377561
0,6082,0,-0.045224,0.015122,0.00821579,0.00276861
0,6083,0,-0.0413329,0.0150727,0.00580157,0.00317993
0,6084,0,-0.0365302,0.0139018,0.0016006,-0.00156066
0,6085,0,-0.0434508,0.017483,0.0100202,0.000912904
0,6086,0,-0.0335629,0.0168712,0.00275381,-0.0029393
0,6087,0,-0.0436552,0.0145666,0.00720301,0.00191364
0,6088,0,-0.0423489,0.0137204,0.00795427,0.00134517
0,6089,0,-0.0415978,0.0109693,-0.00104152,0.00461255
0,6090,0,-0.0365096,0.0143037,0.00341504,-0.000215576
0,6091,0,-0.0354151,0.0151499,0.00342035,0.000175442
0,6092,0,-0.0440381,0.0154509,0.00665871,0.00082582
0,6093,0,-0.0426492,0.0172617,0.00974392,0.006358
0,6094,0,-0.0447029,0.0187936,0.0110656,0.00197529
0,6095,0,-0.0361689,0.0135238,0.0024854,0.00226208
0,6096,0,-0.0351707,0.0151194,0.00130546,-0.00135905
0,6097,0,-0.0418927,0.0149909,0.00475972,0.000728429
0,6098,0,-0.0361882,0.0103708,0.00544625,-0.00106933
0,6099,0,-0.0428965,0.0157655,0.00702486,0.00205758
0,6100,0,-0.0402815,0.0147029,0.00438831,0.00112777
0,6101,0,-0.0392424,0.0134002,0.00383137,0.00135777
0,6102,0,-0.0373154,0.0151199,0.00329106,0.000221276
0,6104,0,-0.035889,0.0141352,0.000549989,-0.000928238
0,C6063,0,-0.0428195,0.0146421,0.00950665,0.00227722
0,C6064,0,-0.0448178,0.0141874,0.00817981,0.00252128
0,C6067,0,-0.0359568,0.015028,0.00387534,-0.0017987
0,C6069,0,-0.0401447,0.014673,0.00397456,-0.00211409
0,C6075,0,-0.0434896,0.0157848,0.0099501,0.0044165
0,C6078,0,-0.0424995,0.0173203,0.00540869,2.93224e-05
0,C6079,0,-0.0363746,0.0154159,0.00247899,0.000847706
0,C6082,0,-0.0459056,0.0125472,0.00942074,0.00441045
0,C6085,0,-0.0408643,0.0166622,0.00453321,0.00212735
0,C6086,0,-0.0362422,0.0149264,0.000737577,-0.000150602
0,C6087,0,-0.0452031,0.0164613,0.0095064,0.000445446
0,C6088,0,-0.0354879,0.0124014,0.00145118,0.000446238
0,C6089,0,-0.0445157,0.0164836,0.00931915,0.00213706
0,C6091,0,-0.0438302,0.0153235,0.0101791,0.0020853
0,C6093,0,-0.0362191,0.0139393,0.00495051,-0.00143299
0,C6094,0,-0.0435013,0.0159893,0.00658685,-0.0016023
0,C6095,0,-0.0445441,0.0174454,0.010364,0.00302472
0,C6098,0,-0.0355683,0.0160357,0.00266813,0.000456936
0,C6100,0,-0.0338587,0.0156523,0.00393532,0.000506158
0,C6101,0,-0.0378822,0.0148158,0.00103698,0.00386295
0,C6102,0,-0.0371343,0.0146542,0.00386128,-0.00213948
0,C6107,0,-0.0326076,0.0153487,0.00124202,-0.00152508
0,C6112,0,-0.0397017,0.0146424,0.00325067,-2.87379e-05
0,C6114,0,-0.0385459,0.0148334,0.00392131,-0.00103246
0,C6115,0,-0.0360106,0.0129582,0.00333519,0.00164054
0,16100,0,-0.0365808,0.0141786,0.000869232,0.000227319
0,16101,0,-0.0352795,0.0136134,-0.00116902,0.00206481
0,16102,0,-0.0382204,0.0160365,0.00226998,0.000990426
0,16103,0,-0.0372307,0.0157938,0.0039002,0.00286064
0,16104,0,-0.0374511,0.0144132,0.00456768,0.00415659
0,16105,0,-0.0366746,0.0184636,0.00446595,-0.00291797
0,16106,0,-0.0339294,0.0143421,0.00103339,0.000892215
0,16108,0,-0.0369007,0.0171455,-1.90899e-05,0.00158528
0,16109,0,-0.0402049,0.0170289,0.00846521,-0.000314669
0,16110,0,-0.0368123,0.0148341,0.000895385,-0.000249393
0,16111,0,-0.0353829,0.0143952,0.00186326,-0.000731035
0,16112,0,-0.0369718,0.0170058,0.00405405,-0.00111693
0,16113,0,-0.0401229,0.0147995,0.00698823,0.00217405
0,16114,0,-0.0395529,0.0126482,0.00240289,0.00168502
0,16115,0,-0.0382628,0.0126659,0.00320036,0.000782943
0,16116,0,-0.0405537,0.01364,0.00268894,0.000425092
0,16119,0,-0.0380612,0.0158751,0.00281908,-0.00233726
0,16120,0,-0.0368608,0.0141213,0.00401281,0.00162511
0,16121,0,-0.0385244,0.0116517,0.0027982,0.00207022
0,16122,0,-0.0361699,0.0155263,0.00525583,-0.000277078
0,16123,0,-0.0369272,0.0145019,0.00416549,0.000633027
0,16124,0,-0.0375434,0.0145824,0.00138205,0.0011182
0,16125,0,-0.0351308,0.0166585,0.00469134,-0.00201928
0,16126,0,-0.0347938,0.0141592,0.00475383,-0.00243887
0,16127,0,-0.0362537,0.0148249,0.002015,0.00080651
0,16128,0,-0.0325392,0.0157428,-0.000161096,-0.00238683
0,16129,0,-0.0389436,0.0154139,0.001992,0.00126138
0,16130,0,-0.0385139,0.0161898,0.00325646,-0.00118094
0,16131,0,-0.0400658,0.0137978,0.00407221,0.000325951
0,16133,0,-0.0411647,0.0165565,0.00323674,0.00264808
0,16134,0,-0.0343405,0.0152706,0.00512919,0.00155903
0,16135,0,-0.0378325,0.0152482,0.00377767,0.00305661
0,16136,0,-0.0372736,0.0174567,0.00422776,-0.000842506
0,16137,0,-0.0386274,0.0139794,0.00601756,0.00203734
0,16138,0,-0.0291189,0.00341529,0.00218927,0.00105383
0,16139,0,-0.0391332,0.0174061,0.00366802,0.00298832
0,16140,0,-0.0392907,0.0149889,0.00303494,-0.00142861
0,16141,0,-0.0409811,0.0151085,0.0038499,-0.00117327
0,16142,0,-0.0369524,0.0164439,0.00613265,0.00133091
0,16143,0,-0.0379855,0.014007,0.00208829,-0.0017412
0,16144,0,-0.040003,0.0153586,0.00204991,-0.00140212
0,16145,0,-0.0398116,0.016388,0.00262014,0.00164888
0,16146,0,-0.0390631,0.0153923,0.0036531,0.000501549
0,16147,0,-0.0382259,0.0153753,0.00558687,-0.00105053
0,16148,0,-0.0384156,0.0151225,0.00286278,-0.000830694
0,16149,0,-0.0364458,0.0147748,0.00320762,0.00184622
0,16151,0,-0.0348551,0.013672,0.0023505,-0.000204676
0,16152,0,-0.0352556,0.0183623,0.00191528,0.00159982
0,16153,0,-0.0388709,0.0137576,0.00344161,0.00201716
0,16154,0,-0.0380932,0.0157975,0.00234309,0.00389216
0,16155,0,-0.0385706,0.014157,-0.00110323,0.00130691
0,16156,0,-0.038936,0.0151645,0.00235902,-0.000442865
0,16157,0,-0.0409161,0.0138853,0.00176469,0.00163155
0,16158,0,-0.0366629,0.0133558,0.00123763,-0.00202157
0,16159,0,-0.0414395,0.0145873,0.00404848,0.00037634
0,16160,0,-0.0376693,0.0143346,0.00338599,-4.85109e-05
0,16161,0,-0.0387021,0.0132,0.00179724,0.00117466
0,16162,0,-0.0362145,0.0181313,0.00360967,-0.000760607
0,16163,0,-0.0370601,0.0131488,0.00555141,0.00173818
0,16164,0,-0.0397236,0.0124419,0.00608773,0.00124092
0,16165,0,-0.0402636,0.0151735,0.00308638,-0.00208758
0,16166,0,-0.0375681,0.0108206,0.00159909,5.9515e-05
0,16167,0,-0.0405494,0.0173851,0.00379369,0.00188126
0,16168,0,-0.0376251,0.014186,-0.000507799,-0.00254682
0,16169,0,-0.0384905,0.016153,0.00636416,-0.00171833
0,16170,0,-0.036044,0.0138321,0.000773372,0.000727883
0,16171,0,-0.0389146,0.014281,0.00389134,0.0011083
0,16172,0,-0.0401078,0.0150125,-6.22622e-05,0.000552819
0,16173,0,-0.0389906,0.0164259,0.00124462,0.00159695
0,16174,0,-0.02762,0.0173879,0.00456624,-0.0012408
0,16175,0,-0.0387469,0.0157141,0.00535514,-0.000133025
0,16176,0,-0.0273863,0.0180374,0.00362868,-0.000325797
0,C16110,0,-0.0406317,0.013601,0.000772273,0.00175986
0,C16115,0,-0.0354303,0.0137719,0.00702586,-0.00174797
0,C16116,0,-0.0380372,0.0125285,0.00354423,-0.000116886
0,C16119,0,-0.0446286,0.015761,0.00705989,0.00222772
0,C16121,0,-0.0347565,0.0178744,0.00340094,0.0008948
0,C16125,0,-0.0343644,0.0147112,0.00449514,-0.00132618
0,C16129,0,-0.0366207,0.0154847,0.00416653,0.000259634
0,C16130,0,-0.036225,0.0148246,0.00506967,-0.000372481
0,C16131,0,-0.0387157,0.0140714,0.00258007,-0.000827675
0,C16142,0,-0.0367039,0.0128683,0.00163538,-0.000712477
0,C16143,0,-0.0352628,0.0140196,0.00156968,-0.000106035
0,C16144,0,-0.0402937,0.0131141,0.00139811,0.00185867
0,C16145,0,-0.0322619,0.0161739,0.00253113,-0.00147511
0,C16146,0,-0.0384514,0.0150121,0.00184292,0.00131787
0,C16148,0,-0.0373944,0.0162621,0.00348331,-0.00125472
0,C16151,0,-0.0361971,0.0156483,0.00437764,-0.00123672
0,C16155,0,-0.0354553,0.01518,0.00381098,-0.00317294
0,C16157,0,-0.0378591,0.0152773,0.00402104,0.00202763
0,C16171,0,-0.0398402,0.0152711,0.00241682,-0.00101289
0,14_EPI2,0,-0.0345832,0.016534,0.00323433,-0.00116616
0,15_EPI2,0,-0.0354097,0.0149401,0.00303772,-6.3694e-05
0,16_EPI2,0,-0.0359729,0.0150097,0.00296571,0.000313509
0,17_EPI2,0,-0.0349881,0.0140817,0.00244246,-0.000759185
0,18_EPI2,0,-0.0345885,0.0148398,0.00376967,-0.000454783
0,19_EPI2,0,-0.0369449,0.0176929,0.000156969,0.000700951
0,22_EPI2,0,-0.0373873,0.0109712,0.00210746,0.00196291
0,23_EPI2,0,-0.0341856,0.01436,0.00312368,-0.000995168
0,24_EPI2,0,-0.0342676,0.0150029,0.00252778,-0.000936782
0,25_EPI2,0,-0.0357319,0.0152739,0.00354836,0.000200518
0,26_EPI2,0,-0.0366648,0.0162814,0.00224464,0.000855955
0,28_EPI2,0,-0.0355615,0.0154947,0.00274639,-0.00249184
0,31_EPI2,0,-0.035001,0.0157778,0.0022159,0.000331215
0,33_EPI2,0,-0.036456,0.0153854,0.000534024,0.00124729
0,34_EPI2,0,-0.0377773,0.014027,0.00573201,0.000725478
0,35_EPI2,0,-0.0338874,0.0143416,0.0019694,0.00152519
0,37_EPI2,0,-0.0356067,0.0152185,0.00209041,0.00180783
0,38_EPI2,0,-0.0358163,0.014022,0.00565678,-0.00139332
0,3_EPI2,0,-0.0355483,0.0136964,0.00286297,0.00181697
